title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1
Independence Day: Resurgence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,236.17086969696967,Twentieth Century Fox Film Corporation,Centropolis Entertainment,Evan Fisher,Roland Emmerich,Adam Wolfe,Liam Hemsworth,Jeff Goldblum
How to Train Your Dragon,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",3,299.92652060606065,DreamWorks Animation,Vertigo Entertainment,Karen Foster (V),Dean DeBlois,Darren T. Holmes,Jay Baruchel,Gerard Butler
Terminator 3: Rise of the Machines,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,217.49999999999997,Columbia Pictures,Intermedia Films,Jack Carpenter,Jonathan Mostow,Neil Travis,Arnold Schwarzenegger,Nick Stahl
Guardians of the Galaxy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",3,454.8991935294118,Marvel Studios,Moving Picture Company (MPC),Sian Milne,James Gunn,Fred Raskin,Chris Pratt,Zoe Saldana
Interstellar,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,409.16364666666664,Paramount Pictures,Legendary Pictures,Andrew Kinney,Christopher Nolan,Lee Smith,Matthew McConaughey,Jessica Chastain
Inception,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",4,515.9579775,Legendary Pictures,Warner Bros.,Jerry Kurland,Christopher Nolan,Lee Smith,Leonardo DiCaprio,Joseph Gordon-Levitt
Shin Godzilla,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,513.3333333333334,Cine Bazar,Toho Pictures,Kazuaki Sekiyama,Shinji Higuchi,Atsuki Sato,Hiroki Hasegawa,Yutaka Takenouchi
The Hobbit: An Unexpected Journey,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",3,408.4414272,WingNut Films,New Line Cinema,Angela Mooar,Peter Jackson,Jabez Olssen,Ian McKellen,Martin Freeman
The Fast and the Furious,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",4,545.4840131578948,Universal Pictures,Original Film,Robert Simokovic,Rob Cohen,Peter Honess,Paul Walker,Vin Diesel
The Curious Case of Benjamin Button,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",2,222.6213886666667,Paramount Pictures,Warner Bros.,Anthony Rizzo,David Fincher,Kirk Baxter,Cate Blanchett,Brad Pitt
X-Men: First Class,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2,221.0150775,Ingenious Film Partners,Ingenious Media,Ian Blum,Matthew Vaughn,Eddie Hamilton,James McAvoy,Michael Fassbender
The Hunger Games: Mockingjay - Part 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,408.39266312499996,Studio Babelsberg,Lionsgate,Lara Khachooni,Francis Lawrence,Mark Yoshikawa,Jennifer Lawrence,Josh Hutcherson
The Sorcerer's Apprentice,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2,143.52249466666666,Walt Disney Pictures,Jerry Bruckheimer Films,Larry White,Jon Turteltaub,Scott Chestnut,Nicolas Cage,Jay Baruchel
Poseidon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2,113.546760625,Virtual Studios,Next Entertainment,Karin Silvestri,Wolfgang Petersen,Peter Honess,Kurt Russell,Richard Dreyfuss
Alice Through the Looking Glass,"[{""id"": 14, ""name"": ""Fantasy""}]",2,176.1000494117647,Walt Disney Pictures,Team Todd,Vera Zivny,James Bobin,Andrew Weisblum,Johnny Depp,Mia Wasikowska
Shrek the Third,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,499.34885312499995,DreamWorks SKG,DreamWorks Animation,Michael Andrews,Raman Hui,Michael Andrews,Mike Myers,Eddie Murphy
Warcraft,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",3,271.048239375,Universal Pictures,Atlas Entertainment,Jeff Cassidy,Duncan Jones,Paul Hirsch,Paula Patton,Travis Fimmel
Terminator Genisys,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",3,284.2603464516129,Paramount Pictures,Annapurna Pictures,Wendy Williams,Alan Taylor,Roger Barton,Arnold Schwarzenegger,Jason Clarke
The Chronicles of Narnia: The Voyage of the Dawn Treader,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,268.18465612903225,Dune Entertainment,Fox 2000 Pictures,Gabriele Zucchelli,Michael Apted,Rick Shaine,Skandar Keynes,Georgie Henley
Pearl Harbor,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",3,320.87210357142857,Jerry Bruckheimer Films,Touchstone Pictures,Clay Rawlins,Michael Bay,Roger Barton,Ben Affleck,Josh Hartnett
Transformers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",3,473.13985333333335,Paramount Pictures,DreamWorks SKG,Luca Marco Paracels,Michael Bay,Tom Muldoon,Shia LaBeouf,Josh Duhamel
Alexander,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2,107.93431741935484,France 3 Cinéma,Intermedia Films,Nourdine Zaoui,Oliver Stone,Alex Marquez,Colin Farrell,Angelina Jolie
Harry Potter and the Order of the Phoenix,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",4,625.4751586666667,Warner Bros.,Heyday Films,Richard Davies,David Yates,Mark Day,Daniel Radcliffe,Rupert Grint
Harry Potter and the Goblet of Fire,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",4,597.2806906666666,Patalex IV Productions Limited,Warner Bros.,John Trehy,Mike Newell,Mick Audsley,Daniel Radcliffe,Rupert Grint
Hancock,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",3,416.0195806666667,Columbia Pictures,Weed Road Pictures,Daren Hicks,Peter Berg,Colby Parker Jr.,Will Smith,Charlize Theron
I Am Legend,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,390.2326733333333,Village Roadshow Pictures,Original Film,David Neumann,Francis Lawrence,Wayne Wahrman,Will Smith,Alice Braga
Charlie and the Chocolate Factory,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,316.645842,Village Roadshow Pictures,The Zanuck Company,Suzy Strawn Scott,Tim Burton,Chris Lebenzon,Johnny Depp,Freddie Highmore
Ratatouille,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,415.815212,Walt Disney Pictures,Pixar Animation Studios,Spiro Carras,Brad Bird,Darren T. Holmes,Patton Oswalt,Ian Holm
Batman Begins,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,249.47911533333334,DC Comics,Legendary Pictures,Ryan Lastimosa,Christopher Nolan,Lee Smith,Christian Bale,Michael Caine
Madagascar: Escape 2 Africa,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",3,402.600236,DreamWorks Animation,,Emilio Ghorayeb,Tom McGrath,,Ben Stiller,Jada Pinkett Smith
Night at the Museum: Battle of the Smithsonian,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,275.4041133333333,Twentieth Century Fox Film Corporation,1492 Pictures,Mike Marcuzzi,Shawn Levy,,Ben Stiller,Amy Adams
X-Men Origins: Wolverine,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,248.708576,Ingenious Film Partners,Twentieth Century Fox Film Corporation,Judd Wild,Gavin Hood,,Hugh Jackman,Liev Schreiber
The Matrix Revolutions,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,283.325474,Village Roadshow Pictures,NPV Entertainment,Chuck Duke,Lana Wachowski,Zach Staenberg,Keanu Reeves,Laurence Fishburne
Frozen,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",4,849.4793393333333,Walt Disney Pictures,Walt Disney Animation Studios,Jessie Erikson,Jennifer Lee,Jeff Draheim,Kristen Bell,Idina Menzel
The Matrix Reloaded,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,492.39980066666664,Village Roadshow Pictures,NPV Entertainment,James McTeigue,Lana Wachowski,Zach Staenberg,Keanu Reeves,Carrie-Anne Moss
Thor: The Dark World,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",3,379.1596482352941,Marvel Studios,,Adriaan Engelbrecht,Alan Taylor,Malcolm Jamieson,Chris Hemsworth,Natalie Portman
Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3,252.57222666666667,Village Roadshow Pictures,Kennedy Miller Productions,Judd Wild,George Miller,Margaret Sixel,Tom Hardy,Charlize Theron
Angels & Demons,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2,237.74229266666666,Columbia Pictures,Imagine Entertainment,Karin Silvestri,Ron Howard,Mike Hill,Tom Hanks,Ewan McGregor
Thor,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",3,299.5510786666667,Marvel Studios,,Tyler DeLisle,Kenneth Branagh,Paul Rubell,Chris Hemsworth,Natalie Portman
Bolt,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2,206.65332933333335,Walt Disney Animation Studios,,Left Lefferts,Byron Howard,Tim Mertens,John Travolta,Miley Cyrus
G-Force,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2,195.211894,Walt Disney Pictures,Jerry Bruckheimer Films,Brian Avery,Hoyt Yeatman,,Sam Rockwell,Penélope Cruz
Wrath of the Titans,"[{""id"": 12, ""name"": ""Adventure""}]",2,200.66666666666669,Legendary Pictures,Thunder Road Pictures,Géza Kovács,Jonathan Liebesman,Martin Walsh,Sam Worthington,Liam Neeson
Dark Shadows,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2,163.684766,Village Roadshow Pictures,Infinitum Nihil,David Kennedy,Tim Burton,Chris Lebenzon,Johnny Depp,Michelle Pfeiffer
Mission: Impossible - Rogue Nation,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",3,454.8867593333333,Paramount Pictures,Skydance Productions,Martin Corbett,Christopher McQuarrie,Eddie Hamilton,Tom Cruise,Rebecca Ferguson
Bee Movie,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2,191.729718,Pacific Data Images (PDI),DreamWorks Animation,Steve Cunningham,Simon J. Smith,Nick Fletcher,Jerry Seinfeld,Renée Zellweger
Kung Fu Panda 2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",3,443.794854,DreamWorks Animation,,Alex Parkinson,Jennifer Yuh Nelson,Clare De Chenu,Jack Black,Angelina Jolie
The Last Airbender,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2,212.335282,Paramount Pictures,Nickelodeon Movies,M. Night Shyamalan,M. Night Shyamalan,,Noah Ringer,Nicola Peltz
Mission: Impossible III,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",3,265.2333413333333,Paramount Pictures,Cruise/Wagner Productions,Tyler Allison,J.J. Abrams,Mary Jo Markey,Tom Cruise,Philip Seymour Hoffman
White House Down,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2,136.911158,Columbia Pictures,Centropolis Entertainment,Valentin Toncu,Roland Emmerich,Adam Wolfe,Channing Tatum,Jamie Foxx
Mars Needs Moms,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",1,25.995172,Walt Disney Animation Studios,,Yuhon Ng,Simon Wells,,Seth Green,Joan Cusack
Flushed Away,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,43.26128590604027,Aardman Animations,DreamWorks Animation,Steve Cunningham,Sam Fell,Eric Dapkewicz,Hugh Jackman,Kate Winslet
Pan,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1,85.59221333333333,Warner Bros.,Moving Picture Company (MPC),Chris Murphy,Joe Wright,Paul Tothill,Levi Miller,Garrett Hedlund
Mr. Peabody & Sherman,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2,188.21546896551723,Pacific Data Images (PDI),DreamWorks Animation,Shane Prigmore,Rob Minkoff,,Ty Burrell,Max Charles
Troy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",3,284.23420114285716,Plan B Entertainment,Warner Bros.,Aneta Cebula-Hickinbotham,Wolfgang Petersen,Peter Honess,Brad Pitt,Orlando Bloom
Madagascar 3: Europe's Most Wanted,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",4,515.11812,DreamWorks Animation,,James Sathre,Tom McGrath,,Ben Stiller,Sacha Baron Cohen
Die Another Day,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",3,308.55079714285716,Eon Productions,,Michael G. Wilson,Lee Tamahori,,Pierce Brosnan,Halle Berry
Ghostbusters,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",2,159.13021458333333,Columbia Pictures,Village Roadshow Pictures,Dennis Colvin,Paul Feig,Mellissa Bretherton,Melissa McCarthy,Kristen Wiig
Armageddon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",3,395.57111857142854,Jerry Bruckheimer Films,Touchstone Pictures,William T. Jones,Michael Bay,Glen Scantlebury,Bruce Willis,Billy Bob Thornton
Men in Black II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,315.5848592857143,Columbia Pictures,Amblin Entertainment,Samuel Nunez,Barry Sonnenfeld,Steven Weisberg,Tommy Lee Jones,Will Smith
Beowulf,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",3,279.62268,Paramount Pictures,Shangri-La Entertainment,Randy Cantor,Robert Zemeckis,Jeremiah O'Driscoll,Ray Winstone,Angelina Jolie
Kung Fu Panda 3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,359.4281551724138,Twentieth Century Fox Film Corporation,DreamWorks Animation,Rui Gang Li,Alessandro Carloni,,Jack Black,Bryan Cranston
Mission: Impossible - Ghost Protocol,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",3,479.112675862069,Paramount Pictures,Skydance Productions,Luca Marco Paracels,Brad Bird,,Tom Cruise,Jeremy Renner
Rise of the Guardians,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2,211.68391034482758,DreamWorks Animation,,Chris Appelhans,Peter Ramsey,,Chris Pine,Alec Baldwin
Fun with Dick and Jane,"[{""id"": 35, ""name"": ""Comedy""}]",2,202.02611199999998,Imagine Entertainment,Columbia Pictures Corporation,Cheryl Ann Nick,Dean Parisot,Don Zimmerman,Jim Carrey,Téa Leoni
The Last Samurai,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",3,326.256415,Cruise/Wagner Productions,Warner Bros.,Vincent Ward,Edward Zwick,Victor Du Bois,Tom Cruise,Ken Watanabe
Exodus: Gods and Kings,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",2,191.45130571428572,Scott Free Productions,Chernin Entertainment,Sandra Mooney,Ridley Scott,Billy Rich,Christian Bale,Joel Edgerton
Star Trek,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",3,257.1202973333333,Paramount Pictures,Spyglass Entertainment,Mike Marcuzzi,J.J. Abrams,Mary Jo Markey,Chris Pine,Zachary Quinto
Spider-Man,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",4,591.1572309352518,Columbia Pictures,Marvel Enterprises,Dennis Webb,Sam Raimi,Bob Murawski,Tobey Maguire,Willem Dafoe
How to Train Your Dragon 2,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,420.08486068965516,DreamWorks Animation,Mad Hatter Entertainment,Aaron Dem,Dean DeBlois,John K. Carr,Jay Baruchel,Gerard Butler
Gods of Egypt,"[{""id"": 14, ""name"": ""Fantasy""}]",2,107.62918857142859,Summit Entertainment,Mystery Clock Cinema,Kaz Rassoulzadegan,Alex Proyas,Richard Learoyd,Brenton Thwaites,Nikolaj Coster-Waldau
Stealth,"[{""id"": 28, ""name"": ""Action""}]",1,56.98736518518519,Laura Ziskin Productions,Original Film,Angie Jones,Rob Cohen,Stephen E. Rivkin,Josh Lucas,Jessica Biel
Watchmen,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,142.50691,Paramount Pictures,DC Comics,Mike Marcuzzi,Zack Snyder,William Hoy,Malin Åkerman,Billy Crudup
Lethal Weapon 4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2,203.88900214285712,Silver Pictures,Donner/Shuler-Donner Productions,Bill Maher,Richard Donner,Kevin Stitt,Mel Gibson,Danny Glover
Hulk,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,179.0952408759124,Universal Pictures,Good Machine,Andrew Anderson,Ang Lee,Tim Squyres,Eric Bana,Jennifer Connelly
G.I. Joe: Retaliation,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3,286.0586753846154,Paramount Pictures,Di Bonaventura Pictures,Dhumal Sagar,Jon M. Chu,Roger Barton,Dwayne Johnson,D.J. Cotrona
